Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
"Parameters: length=90n, Vd=100m, Vg=600m, width=240n",,,,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",17.77e-6,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",3.779e-6,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",23.34e9,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",73.64e-3,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",41.89e-6,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",11.08,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",285.6e-18,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",526.4e-3,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
22,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-239.2e-18,,,
22,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",2.357,,,
22,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",15.75,,,
"Parameters: length=90n, Vd=100m, Vg=600m, width=480n",,,,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",27.48e-6,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",6.347e-6,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",21.54e9,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",59.52e-3,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",75.58e-6,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",11.91,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",558.5e-18,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",540.5e-3,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
23,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-471.4e-18,,,
23,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",2.75,,,
23,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",13.22,,,
"Parameters: length=90n, Vd=100m, Vg=600m, width=1u",,,,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",46.82e-6,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",11.41e-6,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",19.75e9,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",50.64e-3,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",142.2e-6,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",12.47,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.146e-15,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",549.4e-3,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
24,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-967.9e-18,,,
24,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",3.038,,,
24,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",11.41,,,
"Parameters: length=90n, Vd=100m, Vg=700m, width=120n",,,,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",33.16e-6,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",4.752e-6,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",27.04e9,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",191.7e-3,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",27.47e-6,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",5.782,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",700e-3,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",161.7e-18,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",508.3e-3,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
25,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-125.3e-18,,,
25,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",828.4e-3,,,
25,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",39.6,,,
"Parameters: length=90n, Vd=100m, Vg=700m, width=240n",,,,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",59.2e-6,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",8.796e-6,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",27.66e9,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",173.6e-3,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",55.27e-6,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",6.283,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",700e-3,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",318e-18,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",526.4e-3,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
26,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-255.3e-18,,,
26,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",933.6e-3,,,
26,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",36.65,,,
"Parameters: length=90n, Vd=100m, Vg=700m, width=480n",,,,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",103.1e-6,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",15.8e-6,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",27.11e9,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",159.5e-3,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",106.9e-6,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",6.763,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",700e-3,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",627.3e-18,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",540.5e-3,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
27,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-512.7e-18,,,
27,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",1.037,,,
27,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",32.92,,,
"Parameters: length=90n, Vd=100m, Vg=700m, width=1u",,,,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",190.3e-6,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",29.8e-6,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",26.08e9,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",150.6e-3,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",212.2e-6,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",7.12,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",700e-3,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.295e-15,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",549.4e-3,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
28,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.066e-15,,,
28,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",1.115,,,
28,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",29.8,,,
"Parameters: length=90n, Vd=100m, Vg=800m, width=120n",,,,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",58.54e-6,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",7.497e-6,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",25.03e9,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",291.6e-3,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",26.93e-6,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",3.592,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",800e-3,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",171.3e-18,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",508.4e-3,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
29,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-122.4e-18,,,
29,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",460e-3,,,
29,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",62.47,,,
"Parameters: length=90n, Vd=100m, Vg=800m, width=240n",,,,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",110.3e-6,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",14.35e-6,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",25.56e9,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",273.6e-3,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",54.44e-6,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",3.795,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",800e-3,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",339e-18,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",526.4e-3,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
30,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-251.8e-18,,,
30,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",493.5e-3,,,
30,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",59.77,,,
"Parameters: length=90n, Vd=100m, Vg=800m, width=480n",,,,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",202.4e-6,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",26.64e-6,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",25.3e9,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",259.5e-3,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",106.9e-6,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",4.011,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",800e-3,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",672.2e-18,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",540.5e-3,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
31,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-509.8e-18,,,
31,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",528e-3,,,
31,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",55.5,,,
"Parameters: length=90n, Vd=100m, Vg=800m, width=1u",,,,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",388.6e-6,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",51.51e-6,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",24.6e9,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",250.6e-3,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",215.2e-6,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",4.177,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",800e-3,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.392e-15,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",549.4e-3,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
32,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.066e-15,,,
32,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",553.8e-3,,,
32,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",51.51,,,
"Parameters: length=90n, Vd=100m, Vg=900m, width=120n",,,,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",83.11e-6,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",10.07e-6,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",22.03e9,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",391.6e-3,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",24.47e-6,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.429,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",900e-3,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",176.8e-18,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",508.4e-3,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
33,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-118.1e-18,,,
33,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",294.5e-3,,,
33,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",83.96,,,
"Parameters: length=90n, Vd=100m, Vg=900m, width=240n",,,,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",159.8e-6,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",19.53e-6,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",22.15e9,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",373.6e-3,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",48.89e-6,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.503,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",900e-3,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",351.3e-18,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",526.4e-3,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
34,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-243.5e-18,,,
34,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",305.9e-3,,,
34,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",81.38,,,
"Parameters: length=90n, Vd=100m, Vg=900m, width=480n",,,,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",299.6e-6,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",36.82e-6,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",21.82e9,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",359.5e-3,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",95.85e-6,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.603,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",900e-3,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",699e-18,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",540.5e-3,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
35,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-493.8e-18,,,
35,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",319.9e-3,,,
35,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",76.7,,,
"Parameters: length=90n, Vd=100m, Vg=900m, width=1u",,,,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",584.4e-6,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",72.02e-6,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",21.16e9,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",350.6e-3,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",192.9e-6,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.678,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",900e-3,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.451e-15,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",549.4e-3,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
36,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.034e-15,,,
36,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",330e-3,,,
36,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",72.02,,,
"Parameters: length=90n, Vd=100m, Vg=1, width=120n",,,,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",105.5e-6,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",12.37e-6,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",18.98e9,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",491.6e-3,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",21.45e-6,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.734,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",179.9e-18,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",508.4e-3,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
37,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-114.4e-18,,,
37,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",203.3e-3,,,
37,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",103.1,,,
"Parameters: length=90n, Vd=100m, Vg=1, width=240n",,,,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",204.4e-6,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",24.09e-6,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",18.75e9,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",473.6e-3,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",42.19e-6,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.751,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",358.2e-18,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",526.4e-3,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
38,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-236e-18,,,
38,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",206.4e-3,,,
38,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",100.4,,,
"Parameters: length=90n, Vd=100m, Vg=1, width=480n",,,,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",387e-6,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",45.73e-6,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",18.34e9,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",459.5e-3,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",82.28e-6,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.799,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",714e-18,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",540.5e-3,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
39,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-478.5e-18,,,
39,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",212.6e-3,,,
39,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",95.27,,,
"Parameters: length=90n, Vd=100m, Vg=1, width=1u",,,,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",760.2e-6,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",89.9e-6,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",17.64e9,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",450.6e-3,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",164.5e-6,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.83,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.484e-15,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",549.4e-3,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
40,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.002e-15,,,
40,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",216.4e-3,,,
40,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",89.9,,,
"Parameters: length=90n, Vd=100m, Vg=1.1, width=120n",,,,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",125.2e-6,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",14.36e-6,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",16.08e9,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",591.6e-3,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",18.35e-6,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.278,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",181.6e-18,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",508.4e-3,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
41,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-111.5e-18,,,
41,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",146.5e-3,,,
41,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",119.7,,,
"Parameters: length=90n, Vd=100m, Vg=1.1, width=240n",,,,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",243.3e-6,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",27.97e-6,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",15.61e9,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",573.6e-3,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",35.52e-6,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.27,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",100e-3,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",362.1e-18,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",526.4e-3,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
42,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-230.1e-18,,,
42,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",146e-3,,,
42,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",116.5,,,
"Parameters: length=90n, Vd=100m, Vg=1.1, width=480n",,,,,,
43,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",462.8e-6,,,
43,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",53.28e-6,,,
43,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",15.17e9,,,
43,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",559.4e-3,,,
